AÑO;CODIGO AYUNTAMIENTO;NOMBRE AYUNTAMIENTO;CODIGO CALLE;NOMBRE CALLE;CALIFICACION;NRO MULTAS;IMPORTE PAGADO;IMPORTE PENDIENTE DE PAGO EN EJECUTIVA;.                                                                                                                                                                                                                                                                                                                                                                                                                                                         
2018;80;ZUMARRAGA;;;LEVE;2;15;0;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       
2018;80;ZUMARRAGA;1110;GELTOKIEN ENPARANTZA;GRAVE;3;0;234,95;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
2018;80;ZUMARRAGA;1110;GELTOKIEN ENPARANTZA;LEVE;52;640,8;279,15;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
2018;80;ZUMARRAGA;1110;GELTOKIEN ENPARANTZA;MUY GRAVE;2;500;0;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         
2018;80;ZUMARRAGA;1120;EUSKADI ENPARANTZA;GRAVE;4;200;244,95;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
2018;80;ZUMARRAGA;1120;EUSKADI ENPARANTZA;LEVE;2;15;0;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 
2018;80;ZUMARRAGA;1130;IPARRAGIRRE HIRIBIDEA;GRAVE;12;500;244,95;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         
2018;80;ZUMARRAGA;1130;IPARRAGIRRE HIRIBIDEA;LEVE;5;60;0;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              
2018;80;ZUMARRAGA;1140;JAI-ALAI KALEA;GRAVE;1;0;0;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     
2018;80;ZUMARRAGA;1140;JAI-ALAI KALEA;LEVE;49;715,8;121,35;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 
2018;80;ZUMARRAGA;1150;LEGAZPI KALEA;GRAVE;2;100;244,95;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  
2018;80;ZUMARRAGA;1150;LEGAZPI KALEA;LEVE;10;129,45;39,45;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   
2018;80;ZUMARRAGA;1160;PIEDAD KALEA;GRAVE;8;449,95;234,95;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   
2018;80;ZUMARRAGA;1160;PIEDAD KALEA;LEVE;37;568,2;282,15;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   
2018;80;ZUMARRAGA;1170;SEKUNDINO ESNAOLA KALEA;GRAVE;8;989,35;0;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          
2018;80;ZUMARRAGA;1170;SEKUNDINO ESNAOLA KALEA;LEVE;202;2661,11;789,14;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     
2018;80;ZUMARRAGA;1180;SORALUCE KALEA;LEVE;2;54,45;0;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     
2018;80;ZUMARRAGA;1190;UROLA KALEA;GRAVE;7;400;0;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      
2018;80;ZUMARRAGA;1190;UROLA KALEA;LEVE;12;129,45;118,35;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
2018;80;ZUMARRAGA;1191;ZELAI-ARIZTI PARKEA;LEVE;263;2784,1;1090,5;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       
2018;80;ZUMARRAGA;1210;BELOKI HIRIBIDEA;GRAVE;3;200;0;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 
2018;80;ZUMARRAGA;1210;BELOKI HIRIBIDEA;LEVE;12;145,95;118,35;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               
2018;80;ZUMARRAGA;1220;BIDEZAR KALEA;GRAVE;7;500;449,9;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  
2018;80;ZUMARRAGA;1220;BIDEZAR KALEA;LEVE;27;394,45;160,8;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  
2018;80;ZUMARRAGA;1230;TXURRUKA KALEA;LEVE;15;225;0;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   
2018;80;ZUMARRAGA;1240;ELIZKALE;GRAVE;9;1034,95;0;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       
2018;80;ZUMARRAGA;1240;ELIZKALE;LEVE;34;456,45;238,2;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       
2018;80;ZUMARRAGA;1250;KALEBARREN;GRAVE;1;0;0;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         
2018;80;ZUMARRAGA;1250;KALEBARREN;LEVE;32;470,4;193,8;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     
2018;80;ZUMARRAGA;1260;NAFARROA ENPARANTZA;LEVE;2;15;0;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
2018;80;ZUMARRAGA;1270;OKENDO KALEA;GRAVE;6;534,95;234,95;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   
2018;80;ZUMARRAGA;1270;OKENDO KALEA;LEVE;32;420;39,45;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
2018;80;ZUMARRAGA;1310;ARTIZ AUZOA;GRAVE;1;0;0;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        
2018;80;ZUMARRAGA;1310;ARTIZ AUZOA;LEVE;24;324,45;78,9;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     
2018;80;ZUMARRAGA;1320;IÑIGO DE LOIOLA KALEA;GRAVE;6;450;214,95;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          
2018;80;ZUMARRAGA;1320;IÑIGO DE LOIOLA KALEA;LEVE;5;84,45;0;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              
2018;80;ZUMARRAGA;1330;ISLAS FILIPINAS KALEA;GRAVE;5;200;244,95;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          
2018;80;ZUMARRAGA;1330;ISLAS FILIPINAS KALEA;LEVE;1;14,99;0;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              
2018;80;ZUMARRAGA;1340;LEGAZPI AUZUNEA;LEVE;1;15;0;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
2018;80;ZUMARRAGA;1350;URDANETA HIRIBIDEA;GRAVE;9;500;214,95;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
2018;80;ZUMARRAGA;1350;URDANETA HIRIBIDEA;LEVE;14;135;178,35;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
2018;80;ZUMARRAGA;1350;URDANETA HIRIBIDEA;MUY GRAVE;1;0;0;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
2018;80;ZUMARRAGA;1420;HIRI LORATEGIA;GRAVE;2;100;0;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   
2018;80;ZUMARRAGA;1430;ESTEBAN ORBEGOZO IBILALDIA;GRAVE;3;244,95;40,95;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      
2018;80;ZUMARRAGA;1430;ESTEBAN ORBEGOZO IBILALDIA;LEVE;10;194,85;80,4;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      
2018;80;ZUMARRAGA;1440;EUSKALERRIA HIRIBIDEA;GRAVE;18;200;1879,6;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       
2018;80;ZUMARRAGA;1440;EUSKALERRIA HIRIBIDEA;LEVE;11;0;156,3;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            
2018;80;ZUMARRAGA;1510;ANTONINO ORAA KALEA;GRAVE;1;0;0;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
2018;80;ZUMARRAGA;1510;ANTONINO ORAA KALEA;LEVE;1;0;39,45;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
2018;80;ZUMARRAGA;1520;ARGIXAO AUZOA;LEVE;1;15;0;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      
2018;80;ZUMARRAGA;1540;LETURIATARREN ENPARANTZA;GRAVE;4;200;244,95;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       
2018;80;ZUMARRAGA;1540;LETURIATARREN ENPARANTZA;LEVE;10;106,5;80,4;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        
2018;80;ZUMARRAGA;1620;BUSKA SAGASTIZABAL PARKEA;GRAVE;1;100;0;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        
2018;80;ZUMARRAGA;1620;BUSKA SAGASTIZABAL PARKEA;LEVE;3;45;0;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          
2018;80;ZUMARRAGA;1640;SAN GREGORIO KALEA;GRAVE;6;300;469,9;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
2018;80;ZUMARRAGA;1640;SAN GREGORIO KALEA;LEVE;51;400,35;643,2;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
2018;80;ZUMARRAGA;1710;ETXEBERRI AUZOA;GRAVE;1;100;0;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  
2018;80;ZUMARRAGA;1710;ETXEBERRI AUZOA;LEVE;1;0;0;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     
2018;80;ZUMARRAGA;1720;SAKABANATUAK;GRAVE;1;0;0;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       
2018;80;ZUMARRAGA;1720;SAKABANATUAK;LEVE;1;40;0;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       
2018;80;ZUMARRAGA;6001;ZUMARRAGAKO INDUSTRIALDEA;LEVE;1;40,01;0;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          
2018;80;ZUMARRAGA;7001;IPAR HAIZEA AUZOA;GRAVE;1;100;0;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
2018;80;ZUMARRAGA;7003;IZAZPI AUZOA;GRAVE;1;100;0;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     
2018;80;ZUMARRAGA;7007;URTUBI AUZOA;GRAVE;1;100;0;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     
2018;80;ZUMARRAGA;7007;URTUBI AUZOA;LEVE;4;60;0;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       
2018;80;ZUMARRAGA;7211;ELKANO KALEA;GRAVE;7;500;234,95;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   
2018;80;ZUMARRAGA;7211;ELKANO KALEA;LEVE;22;225;162,3;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   
2018;80;ZUMARRAGA;7211;ELKANO KALEA;MUY GRAVE;1;0;1204,95;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               
2018;80;ZUMARRAGA;7212;IBAIONDO;GRAVE;4;0;0;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
2018;80;ZUMARRAGA;7212;IBAIONDO;LEVE;5;100,95;0;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          
2018;80;ZUMARRAGA;7213;ESKUALDEKO OSPITALEA;GRAVE;48;1380;1604,65;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      
2018;80;ZUMARRAGA;7213;ESKUALDEKO OSPITALEA;LEVE;149;2105,4;710,1;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        
2018;80;ZUMARRAGA;7214;ANTIO;GRAVE;3;100;0;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            
2018;80;ZUMARRAGA;7214;ANTIO;LEVE;9;114,45;40,95;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            
