AÑO;CODIGO AYUNTAMIENTO;NOMBRE AYUNTAMIENTO;CODIGO CALLE;NOMBRE CALLE;CALIFICACION;NRO MULTAS;IMPORTE PAGADO;IMPORTE PENDIENTE DE PAGO EN EJECUTIVA;.                                                                                                                                                                                                                                                                                                                                                                                                                                                         
2022;80;ZUMARRAGA;1191;ZELAI-ARIZTI PARKEA;GRAVE;1;100;0;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              
2022;80;ZUMARRAGA;1191;ZELAI-ARIZTI PARKEA;LEVE;209;2025,75;1167,9;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       
2022;80;ZUMARRAGA;1210;BELOKI HIRIBIDEA;LEVE;2;30;0;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   
2022;80;ZUMARRAGA;1220;BIDEZAR KALEA;GRAVE;7;400;214,95;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  
2022;80;ZUMARRAGA;1220;BIDEZAR KALEA;LEVE;88;1079,35;314,1;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
2022;80;ZUMARRAGA;1230;TXURRUKA KALEA;GRAVE;1;0;0;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     
2022;80;ZUMARRAGA;1230;TXURRUKA KALEA;LEVE;43;411,45;442,5;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 
2022;80;ZUMARRAGA;1230;TXURRUKA KALEA;MUY GRAVE;1;0;0;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 
2022;80;ZUMARRAGA;1240;ELIZKALE;GRAVE;7;300;214,95;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       
2022;80;ZUMARRAGA;1240;ELIZKALE;LEVE;64;820;309,6;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       
2022;80;ZUMARRAGA;1240;ELIZKALE;MUY GRAVE;1;0;0;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       
2022;80;ZUMARRAGA;1250;KALEBARREN;GRAVE;5;215;244,95;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     
2022;80;ZUMARRAGA;1250;KALEBARREN;LEVE;68;817,9;40,95;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      
2022;80;ZUMARRAGA;1260;NAFARROA ENPARANTZA;LEVE;1;15;0;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
2022;80;ZUMARRAGA;1270;OKENDO KALEA;GRAVE;1;100;0;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     
2022;80;ZUMARRAGA;1270;OKENDO KALEA;LEVE;26;297,9;191,25;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   
2022;80;ZUMARRAGA;1310;ARTIZ AUZOA;GRAVE;2;100;214,95;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
2022;80;ZUMARRAGA;1310;ARTIZ AUZOA;LEVE;23;225;264,15;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
2022;80;ZUMARRAGA;1320;IÑIGO DE LOIOLA KALEA;GRAVE;4;100;214,95;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          
2022;80;ZUMARRAGA;1320;IÑIGO DE LOIOLA KALEA;LEVE;19;231,45;236,7;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          
2022;80;ZUMARRAGA;1330;ISLAS FILIPINAS KALEA;GRAVE;4;400;0;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            
2022;80;ZUMARRAGA;1330;ISLAS FILIPINAS KALEA;LEVE;4;66,45;0;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              
2022;80;ZUMARRAGA;1340;LEGAZPI AUZUNEA;LEVE;8;80;36,45;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   
2022;80;ZUMARRAGA;1350;URDANETA HIRIBIDEA;GRAVE;5;200;244,95;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
2022;80;ZUMARRAGA;1350;URDANETA HIRIBIDEA;LEVE;62;745,8;145,8;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
2022;80;ZUMARRAGA;1420;HIRI LORATEGIA;GRAVE;1;0;0;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     
2022;80;ZUMARRAGA;1430;ESTEBAN ORBEGOZO IBILALDIA;GRAVE;4;200;214,95;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     
2022;80;ZUMARRAGA;1430;ESTEBAN ORBEGOZO IBILALDIA;LEVE;51;481,45;387;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     
2022;80;ZUMARRAGA;1440;EUSKALERRIA HIRIBIDEA;GRAVE;7;200;214,95;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          
2022;80;ZUMARRAGA;1440;EUSKALERRIA HIRIBIDEA;LEVE;12;165;36,45;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
2022;80;ZUMARRAGA;1510;ANTONINO ORAA KALEA;GRAVE;4;514,95;0;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              
2022;80;ZUMARRAGA;1510;ANTONINO ORAA KALEA;LEVE;36;315;596,25;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            
2022;80;ZUMARRAGA;1520;ARGIXAO AUZOA;LEVE;1;15;0;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      
2022;80;ZUMARRAGA;1540;LETURIATARREN ENPARANTZA;GRAVE;9;300;704,85;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       
2022;80;ZUMARRAGA;1540;LETURIATARREN ENPARANTZA;LEVE;16;150;72,9;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        
2022;80;ZUMARRAGA;1540;LETURIATARREN ENPARANTZA;MUY GRAVE;1;0;0;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       
2022;80;ZUMARRAGA;1550;JOXE MIEL BARANDIARAN AUZUNEA;GRAVE;1;0;0;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      
2022;80;ZUMARRAGA;1550;JOXE MIEL BARANDIARAN AUZUNEA;MUY GRAVE;1;0;529,95;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
2022;80;ZUMARRAGA;1610;ANTZIÑE HIRIBIDEA;GRAVE;1;100;0;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
2022;80;ZUMARRAGA;1610;ANTZIÑE HIRIBIDEA;LEVE;1;0;40,95;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  
2022;80;ZUMARRAGA;1620;BUSKA SAGASTIZABAL PARKEA;GRAVE;3;200;0;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        
2022;80;ZUMARRAGA;1620;BUSKA SAGASTIZABAL PARKEA;LEVE;18;201,45;154,8;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      
2022;80;ZUMARRAGA;1640;SAN GREGORIO KALEA;GRAVE;4;300;0;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               
2022;80;ZUMARRAGA;1640;SAN GREGORIO KALEA;LEVE;47;411,45;695,85;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
2022;80;ZUMARRAGA;1650;SAN ISIDRO KALEA;LEVE;2;30;0;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   
2022;80;ZUMARRAGA;1670;ELGARRESTAMENDI KALEA;GRAVE;1;100;0;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            
2022;80;ZUMARRAGA;1710;ETXEBERRI AUZOA;GRAVE;1;15;0;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   
2022;80;ZUMARRAGA;1710;ETXEBERRI AUZOA;LEVE;24;321,45;118,35;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
2022;80;ZUMARRAGA;1710;ETXEBERRI AUZOA;MUY GRAVE;1;500;0;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              
2022;80;ZUMARRAGA;1720;SAKABANATUAK;GRAVE;1;0;0;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       
2022;80;ZUMARRAGA;7001;IPAR HAIZEA AUZOA;LEVE;4;60;0;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  
2022;80;ZUMARRAGA;7003;IZAZPI AUZOA;GRAVE;1;0;244,95;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     
2022;80;ZUMARRAGA;7003;IZAZPI AUZOA;LEVE;2;15;0;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       
2022;80;ZUMARRAGA;7211;ELKANO KALEA;GRAVE;2;200;0;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     
2022;80;ZUMARRAGA;7211;ELKANO KALEA;LEVE;72;867,9;318,6;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   
2022;80;ZUMARRAGA;7212;IBAIONDO;GRAVE;2;200;0;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         
2022;80;ZUMARRAGA;7212;IBAIONDO;LEVE;45;385;259,65;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       
2022;80;ZUMARRAGA;7213;ESKUALDEKO OSPITALEA;GRAVE;34;2100;949,8;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        
2022;80;ZUMARRAGA;7213;ESKUALDEKO OSPITALEA;LEVE;62;675;533,55;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
2022;80;ZUMARRAGA;7214;ANTIO;LEVE;1;0;0;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               
