AÑO;CODIGO AYUNTAMIENTO;NOMBRE AYUNTAMIENTO;CODIGO CALLE;NOMBRE CALLE;DISTRITO;SECCION;EDAD;CANTIDAD MUJERES;CANTIDAD HOMBRES;.                                                                                                                                                                                                                                                                                                                                                                                                                                                                               
2022;077;URRETXU;1120;GERNIKAKO ARBOLA PLAZA;001;001;47;0;0;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  
2022;077;URRETXU;1120;GERNIKAKO ARBOLA PLAZA;001;001;48;0;2;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  
2022;077;URRETXU;1120;GERNIKAKO ARBOLA PLAZA;001;001;49;2;1;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  
2022;077;URRETXU;1120;GERNIKAKO ARBOLA PLAZA;001;001;50;0;0;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  
2022;077;URRETXU;1120;GERNIKAKO ARBOLA PLAZA;001;001;51;1;0;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  
2022;077;URRETXU;1120;GERNIKAKO ARBOLA PLAZA;001;001;52;1;0;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  
2022;077;URRETXU;1120;GERNIKAKO ARBOLA PLAZA;001;001;53;1;1;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  
2022;077;URRETXU;1120;GERNIKAKO ARBOLA PLAZA;001;001;54;1;2;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  
2022;077;URRETXU;1120;GERNIKAKO ARBOLA PLAZA;001;001;55;1;3;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  
2022;077;URRETXU;1120;GERNIKAKO ARBOLA PLAZA;001;001;56;2;0;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  
2022;077;URRETXU;1120;GERNIKAKO ARBOLA PLAZA;001;001;57;2;1;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  
2022;077;URRETXU;1120;GERNIKAKO ARBOLA PLAZA;001;001;58;1;2;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  
2022;077;URRETXU;1120;GERNIKAKO ARBOLA PLAZA;001;001;59;2;1;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  
2022;077;URRETXU;1120;GERNIKAKO ARBOLA PLAZA;001;001;60;2;1;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  
2022;077;URRETXU;1120;GERNIKAKO ARBOLA PLAZA;001;001;61;2;0;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  
2022;077;URRETXU;1120;GERNIKAKO ARBOLA PLAZA;001;001;62;0;2;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  
2022;077;URRETXU;1120;GERNIKAKO ARBOLA PLAZA;001;001;63;3;1;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  
2022;077;URRETXU;1120;GERNIKAKO ARBOLA PLAZA;001;001;64;1;3;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  
2022;077;URRETXU;1120;GERNIKAKO ARBOLA PLAZA;001;001;65;3;1;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  
2022;077;URRETXU;1120;GERNIKAKO ARBOLA PLAZA;001;001;66;1;1;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  
2022;077;URRETXU;1120;GERNIKAKO ARBOLA PLAZA;001;001;67;0;2;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  
2022;077;URRETXU;1120;GERNIKAKO ARBOLA PLAZA;001;001;68;0;1;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  
2022;077;URRETXU;1120;GERNIKAKO ARBOLA PLAZA;001;001;69;0;0;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  
2022;077;URRETXU;1120;GERNIKAKO ARBOLA PLAZA;001;001;70;3;2;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  
2022;077;URRETXU;1120;GERNIKAKO ARBOLA PLAZA;001;001;71;1;0;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  
2022;077;URRETXU;1120;GERNIKAKO ARBOLA PLAZA;001;001;72;0;0;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  
2022;077;URRETXU;1120;GERNIKAKO ARBOLA PLAZA;001;001;73;0;1;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  
2022;077;URRETXU;1120;GERNIKAKO ARBOLA PLAZA;001;001;74;0;1;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  
2022;077;URRETXU;1120;GERNIKAKO ARBOLA PLAZA;001;001;75;0;0;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  
2022;077;URRETXU;1120;GERNIKAKO ARBOLA PLAZA;001;001;76;0;1;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  
2022;077;URRETXU;1120;GERNIKAKO ARBOLA PLAZA;001;001;77;0;0;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  
2022;077;URRETXU;1120;GERNIKAKO ARBOLA PLAZA;001;001;78;3;0;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  
2022;077;URRETXU;1120;GERNIKAKO ARBOLA PLAZA;001;001;79;1;0;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  
2022;077;URRETXU;1120;GERNIKAKO ARBOLA PLAZA;001;001;80;0;0;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  
2022;077;URRETXU;1120;GERNIKAKO ARBOLA PLAZA;001;001;>80;8;2;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 
2022;077;URRETXU;1120;GERNIKAKO ARBOLA PLAZA;001;001;000;0;0;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 
2022;077;URRETXU;1130;SAN MARTIN, GRUPO;001;001;1;1;2;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        
2022;077;URRETXU;1130;SAN MARTIN, GRUPO;001;001;2;0;1;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        
2022;077;URRETXU;1130;SAN MARTIN, GRUPO;001;001;3;1;1;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        
2022;077;URRETXU;1130;SAN MARTIN, GRUPO;001;001;4;1;0;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        
2022;077;URRETXU;1130;SAN MARTIN, GRUPO;001;001;5;0;1;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        
2022;077;URRETXU;1130;SAN MARTIN, GRUPO;001;001;6;2;1;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        
2022;077;URRETXU;1130;SAN MARTIN, GRUPO;001;001;7;1;0;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        
2022;077;URRETXU;1130;SAN MARTIN, GRUPO;001;001;8;2;1;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        
2022;077;URRETXU;1130;SAN MARTIN, GRUPO;001;001;9;0;0;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        
2022;077;URRETXU;1130;SAN MARTIN, GRUPO;001;001;10;3;1;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       
2022;077;URRETXU;1130;SAN MARTIN, GRUPO;001;001;11;0;2;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       
2022;077;URRETXU;1130;SAN MARTIN, GRUPO;001;001;12;1;2;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       
2022;077;URRETXU;1130;SAN MARTIN, GRUPO;001;001;13;1;3;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       
2022;077;URRETXU;1130;SAN MARTIN, GRUPO;001;001;14;3;1;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       
2022;077;URRETXU;1130;SAN MARTIN, GRUPO;001;001;15;1;1;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       
2022;077;URRETXU;1130;SAN MARTIN, GRUPO;001;001;16;0;1;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       
2022;077;URRETXU;1130;SAN MARTIN, GRUPO;001;001;17;0;0;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       
2022;077;URRETXU;1130;SAN MARTIN, GRUPO;001;001;18;1;0;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       
2022;077;URRETXU;1130;SAN MARTIN, GRUPO;001;001;19;0;2;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       
2022;077;URRETXU;1130;SAN MARTIN, GRUPO;001;001;20;2;1;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       
2022;077;URRETXU;1130;SAN MARTIN, GRUPO;001;001;21;1;0;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       
2022;077;URRETXU;1130;SAN MARTIN, GRUPO;001;001;22;0;3;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       
2022;077;URRETXU;1130;SAN MARTIN, GRUPO;001;001;23;4;0;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       
2022;077;URRETXU;1130;SAN MARTIN, GRUPO;001;001;24;2;2;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       
2022;077;URRETXU;1130;SAN MARTIN, GRUPO;001;001;25;1;2;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       
2022;077;URRETXU;1130;SAN MARTIN, GRUPO;001;001;26;2;1;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       
2022;077;URRETXU;1130;SAN MARTIN, GRUPO;001;001;27;0;2;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       
2022;077;URRETXU;1130;SAN MARTIN, GRUPO;001;001;28;2;2;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       
2022;077;URRETXU;1130;SAN MARTIN, GRUPO;001;001;29;1;2;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       
2022;077;URRETXU;1130;SAN MARTIN, GRUPO;001;001;30;1;1;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       
2022;077;URRETXU;1130;SAN MARTIN, GRUPO;001;001;31;1;2;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       
2022;077;URRETXU;1130;SAN MARTIN, GRUPO;001;001;32;3;1;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       
2022;077;URRETXU;1130;SAN MARTIN, GRUPO;001;001;33;4;0;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       
2022;077;URRETXU;1130;SAN MARTIN, GRUPO;001;001;34;1;2;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       
2022;077;URRETXU;1130;SAN MARTIN, GRUPO;001;001;35;1;2;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       
2022;077;URRETXU;1130;SAN MARTIN, GRUPO;001;001;36;0;1;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       
2022;077;URRETXU;1130;SAN MARTIN, GRUPO;001;001;37;2;3;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       
2022;077;URRETXU;1130;SAN MARTIN, GRUPO;001;001;38;4;2;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       
2022;077;URRETXU;1130;SAN MARTIN, GRUPO;001;001;39;1;2;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       
2022;077;URRETXU;1130;SAN MARTIN, GRUPO;001;001;40;0;2;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       
2022;077;URRETXU;1130;SAN MARTIN, GRUPO;001;001;41;3;2;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       
