AÑO;CODIGO AYUNTAMIENTO;NOMBRE AYUNTAMIENTO;CODIGO CALLE;NOMBRE CALLE;DISTRITO;SECCION;EDAD;CANTIDAD MUJERES;CANTIDAD HOMBRES;.                                                                                                                                                                                                                                                                                                                                                                                                                                                                               
2022;077;URRETXU;1110;AREIZAGA;001;001;1;1;0;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 
2022;077;URRETXU;1110;AREIZAGA;001;001;2;2;0;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 
2022;077;URRETXU;1110;AREIZAGA;001;001;3;0;2;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 
2022;077;URRETXU;1110;AREIZAGA;001;001;4;2;0;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 
2022;077;URRETXU;1110;AREIZAGA;001;001;5;0;2;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 
2022;077;URRETXU;1110;AREIZAGA;001;001;6;1;3;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 
2022;077;URRETXU;1110;AREIZAGA;001;001;7;1;1;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 
2022;077;URRETXU;1110;AREIZAGA;001;001;8;0;1;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 
2022;077;URRETXU;1110;AREIZAGA;001;001;9;1;1;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 
2022;077;URRETXU;1110;AREIZAGA;001;001;10;2;1;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
2022;077;URRETXU;1110;AREIZAGA;001;001;11;5;3;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
2022;077;URRETXU;1110;AREIZAGA;001;001;12;1;0;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
2022;077;URRETXU;1110;AREIZAGA;001;001;13;1;2;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
2022;077;URRETXU;1110;AREIZAGA;001;001;14;0;7;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
2022;077;URRETXU;1110;AREIZAGA;001;001;15;3;3;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
2022;077;URRETXU;1110;AREIZAGA;001;001;16;3;0;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
2022;077;URRETXU;1110;AREIZAGA;001;001;17;0;0;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
2022;077;URRETXU;1110;AREIZAGA;001;001;18;4;2;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
2022;077;URRETXU;1110;AREIZAGA;001;001;19;1;2;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
2022;077;URRETXU;1110;AREIZAGA;001;001;20;3;2;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
2022;077;URRETXU;1110;AREIZAGA;001;001;21;3;1;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
2022;077;URRETXU;1110;AREIZAGA;001;001;22;2;2;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
2022;077;URRETXU;1110;AREIZAGA;001;001;23;1;4;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
2022;077;URRETXU;1110;AREIZAGA;001;001;24;1;1;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
2022;077;URRETXU;1110;AREIZAGA;001;001;25;2;0;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
2022;077;URRETXU;1110;AREIZAGA;001;001;26;0;0;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
2022;077;URRETXU;1110;AREIZAGA;001;001;27;1;0;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
2022;077;URRETXU;1110;AREIZAGA;001;001;28;1;0;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
2022;077;URRETXU;1110;AREIZAGA;001;001;29;1;0;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
2022;077;URRETXU;1110;AREIZAGA;001;001;30;0;1;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
2022;077;URRETXU;1110;AREIZAGA;001;001;31;2;1;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
2022;077;URRETXU;1110;AREIZAGA;001;001;32;1;1;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
2022;077;URRETXU;1110;AREIZAGA;001;001;33;1;1;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
2022;077;URRETXU;1110;AREIZAGA;001;001;34;3;0;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
2022;077;URRETXU;1110;AREIZAGA;001;001;35;0;2;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
2022;077;URRETXU;1110;AREIZAGA;001;001;36;0;1;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
2022;077;URRETXU;1110;AREIZAGA;001;001;37;4;1;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
2022;077;URRETXU;1110;AREIZAGA;001;001;38;0;1;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
2022;077;URRETXU;1110;AREIZAGA;001;001;39;0;0;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
2022;077;URRETXU;1110;AREIZAGA;001;001;40;3;2;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
2022;077;URRETXU;1110;AREIZAGA;001;001;41;0;0;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
2022;077;URRETXU;1110;AREIZAGA;001;001;42;0;3;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
2022;077;URRETXU;1110;AREIZAGA;001;001;43;1;1;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
2022;077;URRETXU;1110;AREIZAGA;001;001;44;6;2;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
2022;077;URRETXU;1110;AREIZAGA;001;001;45;8;5;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
2022;077;URRETXU;1110;AREIZAGA;001;001;46;3;3;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
2022;077;URRETXU;1110;AREIZAGA;001;001;47;3;4;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
2022;077;URRETXU;1110;AREIZAGA;001;001;48;1;6;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
2022;077;URRETXU;1110;AREIZAGA;001;001;49;2;3;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
2022;077;URRETXU;1110;AREIZAGA;001;001;50;2;3;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
2022;077;URRETXU;1110;AREIZAGA;001;001;51;2;2;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
2022;077;URRETXU;1110;AREIZAGA;001;001;52;2;2;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
2022;077;URRETXU;1110;AREIZAGA;001;001;53;2;3;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
2022;077;URRETXU;1110;AREIZAGA;001;001;54;0;0;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
2022;077;URRETXU;1110;AREIZAGA;001;001;55;3;4;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
2022;077;URRETXU;1110;AREIZAGA;001;001;56;2;1;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
2022;077;URRETXU;1110;AREIZAGA;001;001;57;3;2;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
2022;077;URRETXU;1110;AREIZAGA;001;001;58;2;3;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
2022;077;URRETXU;1110;AREIZAGA;001;001;59;4;1;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
2022;077;URRETXU;1110;AREIZAGA;001;001;60;2;4;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
2022;077;URRETXU;1110;AREIZAGA;001;001;61;3;1;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
2022;077;URRETXU;1110;AREIZAGA;001;001;62;2;0;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
2022;077;URRETXU;1110;AREIZAGA;001;001;63;2;4;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
2022;077;URRETXU;1110;AREIZAGA;001;001;64;2;1;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
2022;077;URRETXU;1110;AREIZAGA;001;001;65;2;3;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
2022;077;URRETXU;1110;AREIZAGA;001;001;66;5;1;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
2022;077;URRETXU;1110;AREIZAGA;001;001;67;1;1;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
2022;077;URRETXU;1110;AREIZAGA;001;001;68;0;3;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
2022;077;URRETXU;1110;AREIZAGA;001;001;69;4;2;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
2022;077;URRETXU;1110;AREIZAGA;001;001;70;1;1;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
2022;077;URRETXU;1110;AREIZAGA;001;001;71;1;2;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
2022;077;URRETXU;1110;AREIZAGA;001;001;72;2;2;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
2022;077;URRETXU;1110;AREIZAGA;001;001;73;1;1;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
2022;077;URRETXU;1110;AREIZAGA;001;001;74;5;0;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
2022;077;URRETXU;1110;AREIZAGA;001;001;75;2;2;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
2022;077;URRETXU;1110;AREIZAGA;001;001;76;1;6;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
